summary_file,model,run_id,paper_id,config_id,dataset_id,imbalance,synth_budget_per_class,aug_method,seed,macro_f1_real_only,macro_f1_real_plus_synth,delta_macro_f1,bal_acc_real_only,bal_acc_real_plus_synth,delta_bal_acc,macro_auprc_real_only,macro_auprc_real_plus_synth,delta_macro_auprc,kid,ms_ssim
/home/bruno.fonkeng/gencys/artifacts_paper3/gan/summaries/summary_20260513_154934.json,gan,gan_paper3_realonly_balanced_pc25_s42,paper3,paper3_realonly_balanced,ustc_tfc2016,balanced,0,none,42,0.9396729642148184,,0.0,0.940355815399044,,0.0,0.974442946989615,,0.0,,
/home/bruno.fonkeng/gencys/artifacts_paper3/gan/summaries/summary_20260513_155229.json,gan,gan_paper3_aug_balanced_b25_pc25_s42,paper3,paper3_aug_balanced_b25,ustc_tfc2016,balanced,25,per_class_equal,42,0.9406783446266422,0.9393319584807868,-0.0013463861458554,0.941140023570539,0.9396665425565024,-0.0014734810140367,0.9755096586508958,0.9742745433266888,-0.001235115324207,2.396795251310151,0.9910731414622732
/home/bruno.fonkeng/gencys/artifacts_paper3/gan/summaries/summary_20260513_160321.json,gan,gan_paper3_aug_balanced_b500_pc500_s42,paper3,paper3_aug_balanced_b500,ustc_tfc2016,balanced,500,per_class_equal,42,0.9400490116047052,0.9408803624318498,0.0008313508271446,0.9403250972674346,0.9412032199912536,0.000878122723819,0.9752631160405186,0.9735960181522632,-0.0016670978882553,2.404618974087726,0.9910169945160548
/home/bruno.fonkeng/gencys/artifacts_paper3/gan/summaries/summary_20260513_161259.json,gan,gan_paper3_aug_balanced_b2000_pc2000_s42,paper3,paper3_aug_balanced_b2000,ustc_tfc2016,balanced,2000,per_class_equal,42,0.9396858891589956,0.9420330607119394,0.0023471715529437,0.939814071162976,0.9419005634718842,0.0020864923089081,0.9720833132300104,0.9734256189604332,0.0013423057304229,2.4024718164389327,0.9910169945160548
/home/bruno.fonkeng/gencys/artifacts_paper3/gan/summaries/summary_20260513_162921.json,gan,gan_paper3_aug_balanced_b100_pc100_s42,paper3,paper3_aug_balanced_b100,ustc_tfc2016,balanced,100,per_class_equal,42,0.9436150348840626,0.9417021016765076,-0.001912933207555,0.944088229047198,0.9416983672766353,-0.0023898617705627,0.9754873582076268,0.9745635773210448,-0.0009237808865821,2.403112094221611,0.99081093913979
/home/bruno.fonkeng/gencys/artifacts_paper3/gan/summaries/summary_20260513_164908.json,gan,gan_paper3_realonly_balanced_pc100_s43,paper3,paper3_realonly_balanced,ustc_tfc2016,balanced,0,none,43,0.9374534073562154,,0.0,0.938291491883883,,0.0,0.9738015173775384,,0.0,,
/home/bruno.fonkeng/gencys/artifacts_paper3/gan/summaries/summary_20260513_170225.json,gan,gan_paper3_realonly_balanced_pc2000_s44,paper3,paper3_realonly_balanced,ustc_tfc2016,balanced,0,none,44,0.935447828254154,,0.0,0.9353252022315444,,0.0,0.9719346210044866,,0.0,,
/home/bruno.fonkeng/gencys/artifacts_paper3/gan/summaries/summary_20260513_203620.json,gan,gan_paper3_aug_balanced_b25_pc25_s44,paper3,paper3_aug_balanced_b25,ustc_tfc2016,balanced,25,per_class_equal,44,0.938506716587546,0.9402009600173654,0.0016942434298192,0.9385079659913258,0.9403457169097544,0.0018377509184287,0.9756429054718084,0.9736142072031272,-0.0020286982686812,0.7993245104474326,0.996356619960732
/home/bruno.fonkeng/gencys/artifacts_paper3/gan/summaries/summary_20260513_204523.json,gan,gan_paper3_aug_balanced_b100_pc100_s44,paper3,paper3_aug_balanced_b100,ustc_tfc2016,balanced,100,per_class_equal,44,0.93759143437092,0.937740019079958,0.0001485847090378,0.9375363683734048,0.9379332651625298,0.000396896789125,0.973263361053516,0.9726145676433282,-0.0006487934101876,0.8008126482555064,0.9964483682314554
/home/bruno.fonkeng/gencys/artifacts_paper3/gan/summaries/summary_20260513_214636.json,gan,gan_paper3_aug_balanced_b25_pc25_s43,paper3,paper3_aug_balanced_b25,ustc_tfc2016,balanced,25,per_class_equal,43,0.9377156236752576,0.93966814776778,0.0019525240925224,0.9382920476517576,0.9398082477905602,0.0015162001388024,0.9729424721062876,0.9743092341413022,0.0013667620350146,0.1097682064088798,0.9706321217947536
